,tweet,tweet-english,tweet-indo,label
110,#스테이위크 #STAYxSTAYmentionparty  @Stray_Kids @Stray_Kids @Stray_Kids Have you ever put water in a shampoo that's almost gone?CONFUSE !!!!PLEASE TELL US🙂☹️ https://t.co/MsmlOLpEPb,#스테이 위크 위크,#스테이 위크 #stayxstaymentionParty @stray_kids @stray_kids @stray_kids Apakah Anda pernah memasukkan air ke dalam sampo yang hampir hilang? Bingung !!!! tolong beri tahu kami 🙂☹️ https://t.co/mmlolpepb,Netral
5038,"you're always gonna be my favorite person, even if im not yours.","You're always gonna be my favorite person, even if im not yourself.","Anda akan selalu menjadi orang favorit saya, bahkan jika saya bukan milik Anda.",Positif
3928,"Semalem nganter babe kontrol, pagi ini mlayokke ibuk ke dokter juga. Huhu. Sehat-sehat bestie 🥺","Last night, Babe controlled, this morning, my mother went to the doctor too. Hu Hu. Healthy Bestie 🥺","Semalem Nganter Babe Kontrol, Pagi ini mlayokke ibuk ke Dokter JUGA. Hu hu. Sehat-SeHat Bestie 🥺",Negatif
5049,"Your Weekend Getaway: Pink Beach Snorkeling Trip  We can arrange tour activities to exotic places and farms around Lombok Island  For special inquiries, please contact us at staycationlombok@gmail.com   #babydiver #pinkbeach #visitlombok #lombokventures #staycationlombok https://t.co/3mcKRbQhPA","Your Weekend Getaway: Pink Beach Snorkeling Trip  We can arrange tour activities to exotic places and farms around Lombok Island  For Special Inquiries, Please Contact Us At Staycationlombok@gmail.com  #BabyDiver #pinkbeach #VisitLombok #Lombokventures #staycationlombok https://t.co/3mckrbqhpa","Liburan Akhir Pekan Anda: Perjalanan Snorkeling Pantai Merah Muda  Kami dapat mengatur kegiatan tur ke tempat -tempat eksotis dan pertanian di sekitar Pulau Lombok  Untuk pertanyaan khusus, silakan hubungi kami di staycationlombok@gmail.com  #babydiver #pinkbeach #visitlombok #lombokventures #staycationlombok https://t.co/3mckrbqhpa",Netral
1675,Healing terbaik yaitu menghilang,The best healing is disappearing,Penyembuhan Terbaik YaMa Menghilang,Positif
3685,"Purging the past #releasing #healing @ Florida, USA https://t.co/Z9FBkUahcN","Purging the past #releasing #healing @ florida, USA https://t.co/z9fbkuahcn","Membersihkan masa lalu #releasing #healing @ florida, AS https://t.co/z9fbkuahcn",Netral
3761,saking seringnya spill kelakuan predator sy sampe jd aduh lagi² soal ini,So often the spill of the behavior of my predator until I am oh again,Saking Seringnya tumpah KELAKUAN SY SAMPE JD ADUH LAGI² SOAL INI,Negatif
320,"Akhirnya punya brimo, literally pak bos forced me 😶. . .","Finally have Brimo, Literally Mr. Boss Forced Me 😶. . .","Akhirnya punya Brimo, secara harfiah Pak Bos memaksaku 😶. . .",Netral
4994,Yaudah karna banyak modus berkedok staycation dengan embel minta dikirimin duid  Aq juga mau modus donk tp km aj yg booking roommya  Gmn 👉👈,"Alright because there are many modes under the guise of staycation with an appendage asking to be sent duid  I also want the mode, but I have a booking room Gmn 👉👈",Yaudah Karna Banyak Modus Berkedok Staycation Dengan Embel Minta Dikirimin Duid  Aq buta mau modus donk tp km aj yg roommya pemesanan GMN 👉👈,Negatif
4667,"unduh tiga episode vidio original series, masing2 eps 1 dr suka duka berduka, drama ratu drama dan bestie. Kesimpulannya, dua judul pertama kayaknya harus ditonton sampe beres sih 😂","Download three episodes of original video series, each EPS 1 from the joy of grieving, drama Queen Drama and Bestie. In conclusion, the first two titles seem to be watched until it's finished 😂","Episode Unduh Tiga Serial Asli Vidio, Masing2 EPS 1 Dr Suka Duka Berduka, Drama Ratu Drama Dan Bestie. Kesimpulana, Dua Judul Pertama Kayaknya Haruus Ditonton Sampe Beres Sih 😂",Positif
3516,Pas ketawa ilang tu cerita punya masalah 🤣 pulang ke rumah yee overthinking lagi 😂 https://t.co/Qsjqr28gcQ,"When I laugh, I have a problem, I have a problem 🤣 Returning to Yee Overthinking again 😂 https://t.co/qsjqr28gcq",Pas ketawa ilang tu cerita punya masalah 🤣 pulu ke rumah yee overhinking lagi 😂 https://t.co/qsjqr28gcq,Negatif
2013,i've been not using sheetmask for a long time now bcs its waste (only had it when i need to even my order or got it for free) tapi sepertinya aku semakin tergoda untuk beli sheetmask🙈,I've been not using sheetmask for a long time now bcs its waste (Only had it when I need to even my order or get it for free) but it seems I am increasingly tempted to buy sheetmask🙈,Saya belum menggunakan sheetmask untuk waktu yang lama sekarang bcs limbahnya (hanya memilikinya ketika saya perlu bahkan pesanan saya atau mendapatkannya secara gratis) TAPI SEPERTINYA AKU Semakin Tergoda unk Beli sheetmask🙈,Netral
953,"Deeptalk di siang hari ""Aku beruntung bgt ma etuk mbakmu"" kalimat sek diucapne suamine mbakku, setelah mbakku menemani dari 0 sampe skrng.","Deeptalk during the day ""I'm lucky ma etuk mbakmu"" sentences like my husband's husband, after my sister accompanied from 0 until now.","DEEPTALK DI SIANG HARI ""AKU BERUNTING BGT MA ETUK MBAKMU"" KALIMAT SEK DIUCAPNE SUAMINE MBAKKU, SETELAH MBAKKU MENEMANI DARI 0 Sampe Skrng.",Positif
4851,Which one do you prefer? @Jahenanas if you have to pick the default font for your PC https://t.co/FYMZr0bgXG,Which one do you prefer? @Jahenanas if you have to pick the default font for your pc https://t.co/fymzr0bgxg,Mana yang kamu sukai? @Jahenanas jika Anda harus memilih font default untuk PC Anda https://t.co/fymzr0bgxg,Netral
3559,Pengen staycation tpi nggk mau sendirian,I want to staycation but I don't want to be alone,Pengen Staycation tpi nggk mau sendirian,Netral
3876,Selamat sore bestie..  Salam sejahtera semuanya. https://t.co/1DqUV7uugX,Good afternoon bestie .. Greetings everyone. https://t.co/1DQUV7UUGX,Selamat Sore Bestie .. Salam Sejahtera Semuanya. https://t.co/1dquv7uugx,Netral
3498,pake apple music karna ga bisa bayar spotify. flexing much inos huh?,Use Apple Music because you can't pay Spotify. Flexing Much Inos huh?,Pake Apple Music Karna Ga Bisa Bayar Spotify. Melenturkan banyak iNos ya?,Negatif
2318,"Jujurly moon maap sy mengkaget ad akun tmn yg sdh mninggal rpost pstingan :')  Nderedeg gais. Mkany dlu psca pgang 2 akun tokoh &amp; ke2nya meninggal sy lgsg logout kwtir slh krm dll. Ntr mengkagetkn netizen.  Psca itu jg jd pkir"" lg pgang akun tokoh. 2x pegang kok ke2ny mninggal 😭","Honestly Moon Maap I shocked the TMN account that had left Rp.  Nderedeg gais. MKANY DLU PSCA PGANG 2 AMP accounts & amp; The 2nd died I was LGGout Logoun Kwtir Slh Krm etc. Ntr quarryed netizens.  PSCA is also a case ""LG PGANG ACCOUNT OF THE CHARACTER. 2X Hold Kokny","Jujurly Moon Maap sy Mengkaget Ad Akun Tmn Yg Sdh Mninggal Rpost Pstingan: ')  Nderedeg Gais. Mkany dlu psca pgang 2 akun tokoh & amp; ke2nya meninggal sy lgsg logout kwtir slh krm dll. NETIZEN NTR NTR MENGAGETKN.  PSCA ITU JG JD PKIR ""LG PGANG AKUN TOKOH. 2X PEGANG KOK KE2ny Mninggal 😭",Negatif
1145,"Even my 2021 is bittersweet year, but i can take it as the best year beside 2019.  How abt 2022? Jws.","EVEN MY 2021 is Bittersweet Year, but I can take it as the best year Beside 2019.  How ABT 2022? JWS.","Bahkan tahun 2021 saya adalah tahun yang pahit, tetapi saya bisa menganggapnya sebagai tahun terbaik di samping 2019.  Bagaimana ABT 2022? JWS.",Positif
1318,"Gausah ngeluh SM orang lain gaada yg peduli, yg bener"" peduli ya bestie sendiri","Don't be difficult to complain that other people don't care, who really ""cares, bestie himself","Gausah Ngeluh Sm Orang Lain Gaada Yg Peduli, Yg Bener ""Peduli Ya Bestie Sendiri",Netral
737,Bsok hrs healing,Bsok hrs healing,BSOK HRS Healing,Netral
757,Bukannya healing malah sinting wkwkw. https://t.co/rR571xXLpQ,"Instead of healing, it was crazy. https://t.co/rr571xxlpq",Bukanyaa Healing Malah Sinting WKWKW. https://t.co/rr571xxlpq,Negatif
857,"Cobie's movement is on the air, it even moves the giants. More reason to trust #Ethereum 🍻","Cobie's movement is on the air, it even moves the giants. More reason to trust #ethereum 🍻","Gerakan Cobie mengudara, bahkan menggerakkan raksasa. Lebih banyak alasan untuk mempercayai #ethereum 🍻",Netral
3702,"Rayyanza baru 10 bulan udah bikin bangga orang tua dengan dapat penghargaan, saya 24thn masih baring santuy tukang habisin nasi saja","Rayyanza has only been proud of my parents for 10 months by getting an award, I am still 24th.","Rayyanza Baru 10 Bulan Udah Bikin Bangga Orang Tua Delan Dapat Penghargaan, Saya 24thn Masih Baring Santuy Tukang Habisin Nasi Saja",Negatif
1803,How can i trust you when i dont even know you.,How can I Trust You When I Dont Even Know You.,Bagaimana saya bisa mempercayai Anda ketika saya bahkan tidak mengenal Anda.,Negatif
2988,"Memasuki akhir pekan, summary dr linimasa; anak intern yg blm dibayar feenya, org hijrah dan ninggalin crypto dinyinyirin, mbak ngeluh krn lakinya bisanya cuma mancing dan pelihara burung, 3 anak sepakat masukin ibunya panti dll. Whatever it is, Ibun tetap asam lambung parah ☹️☹️","Entering the weekend, Summary from the timeline; Internal children who have not been paid for the fee, people migrate and leave crypto dyninyirin, you complain because the lack is just fishing and maintaining birds, 3 children agree to enter the mother of the orphanage etc. Whatever it is, Ibun remains severe stomach acid ☹️☹️","Memasuki Akhir Pekan, Ringkasan Dr Linimasa; anak magang yg blm dibayar feenya, org hijrah dan ninggalin crypto dinyinyirin, mbak ngeluh krn lakinya bisanya cuma mantra dan pelihara burung, 3 anakat sepakat masukin ibuny panti dll. Apapun itu, Ibun Tetap Asam Lambung Parah ☹️☹️",Negatif
2544,Kepo banget kader Gerindra ini??? Pengadilan mana bisa di interfensi...  https://t.co/s0Mb4hJhxZ,Really this Gerindra cadre ??? Which court can be interfeced ... https://t.co/s0mb4hjhxz,Kepo Banget Kader Gerindra ini ??? Pengadilan mana bisa di antarmuka ... https://t.co/S0MB4HJHXZ,Negatif
1278,"Gabutuh pacar, butuhnya support system —","Girlfriend girlfriend, the need for support system -","Gabutuh Pacar, Sistem Dukungan Butuhhya -",Netral
4006,Shud I give or shud i just keep chasing pavements even if it leads nowhere? ha ha ha saya gres natali,Shud I give or shud i just keep chasing pavements even if it leads nowhere? ha ha ha I brand new,Shud saya berikan atau harus saya terus mengejar trotoar bahkan jika itu tidak mengarah ke mana -mana? ha ha ha ha penyakit gres natali,Netral
4086,"something sad even though you try to look strong, calm down, Allah has something better, keep believe , it can be seen from your smile that strengthens yourself, there is a lot of sadness and disappointment, the more I see your smile the more sad I am, love you teteh tya 😭","Something sad even though you try to look strong, calm down, Allah has something better, keep believe, it can be from your smile that is strengthens yourself, there is a lot of sadness and disappointment, the more i see your smile the more sad I am, love you Teteh Tya 😭","Sesuatu yang menyedihkan meskipun Anda mencoba untuk terlihat kuat, tenang, Allah memiliki sesuatu yang lebih baik, tetap percaya, itu bisa dilihat dari senyum Anda yang memperkuat diri sendiri, ada banyak kesedihan dan kekecewaan, semakin saya melihat senyum Anda semakin sedih Aku, mencintaimu Teteh Tya 😭",Positif
3812,"Sate babi, Babi bakar, Babi guling, Lihat babi main di halaman rumah sore2, Anjing berkeliaran sana sini.  Sudah mulai terbiasa bestie.. Marii Kita Putar Adzan dan Ayat Al Quran  Agar Mempermudah Babinya Segera Login jadi Sapi ❤️","Sate pork, grilled pigs, pork bolsters, see pigs playing in the afternoon yard, dogs roam here and there. Already getting used to Bestie .. Marii we play the call to prayer and verses of the Koran in order to make it easier for the powder to immediately log into a cow ❤️","Sate Babi, Babi Bakar, Babi Guling, Lohat Babi Main Di Halaman Rumah Sore2, Anjing Berkeliaran Sana Sini. Sudaah Mulai Terbiasa Bestie .. Marii Kita Putar Adzan Dan Ayat Al Quran Agar Mempermudah Babinya Segera Login Jadi Sapi ❤️",Netral
1932,I once thought smh stand for somehow too hzhzhzhzjzh but it makes sense tho https://t.co/IyCgsywkYZ,I Once Thought Smh Stand for Somehow Too Hzhzhzhzjzh But it Makes Sense Tho https://t.co/iycgsywkyz,Saya pernah berpikir SMH berdiri untuk entah bagaimana juga hzhzzzzjzh tetapi masuk akal tho https://t.co/iycgsywkyz,Netral
4016,"Siap"" ngegalauuuu sama MVnya iniii, i guess the story tells about how he lost his mom.   Actually this song is OST for Taiwan series on netlfix and the series tells about how people live when their lovely person has gone.   And Eric Chou never dissapointed!! https://t.co/QFK2juDKuX","Ready ""Ngegalauuuu with this MV, I guess the story tells about how he lost his mom.  Actually this song is ost for Taiwan Series on Netlfix and the Series Tells About How People Live When Their Lovely Person Has Gone.  And Eric Chou Never Dissapointed !! https://t.co/qfk2judux","Siap ""Ngegalauuuu Sama Mvnya iniii, saya kira ceritanya menceritakan tentang bagaimana ia kehilangan ibunya.  Sebenarnya lagu ini adalah OST untuk seri Taiwan di Netlfix dan seri ini menceritakan tentang bagaimana orang hidup ketika orang mereka yang cantik telah pergi.  Dan Eric Chou tidak pernah kecewa !! https://t.co/qfk2judkux",Positif
2390,"Kalau udah tahap kepo, suka ngeri sendiri. Menimbulkan kecurigaan. Tanya sewajarnya boleh, jangan kepo.","If it's already the kepo stage, like to horrify yourself. Causing suspicion. Ask naturally, you can, don't go.","KALAU UDAH TAHAP KEPO, SUKA NGERI SENDIRI. Menimbulkan Kecurigaan. Tanya Sewajarnya Boleh, Jangan Kepo.",Negatif
4011,Si kepo sama kegiatan babu https://t.co/mvsdQ0fMPz,SI KEPO SAME ACTIVITIES BABU https://t.co/mvsdq0fmpz,Si kepo Sama Kegiatan Babu https://t.co/mvsdq0fmpz,Netral
2025,i’m literally goosebumps when junmyeon said “is like you adding color to my life” god i kive him so much 🥺 https://t.co/h48ZXxPxpd,"I'm literally goosebumps when junmyeon said ""is like you adding color to my life"" God I KIVE HIM SO MUCH 🥺 https://t.co/h48zxxpxpdd","Saya benar -benar merinding ketika Junmyeon berkata ""seperti Anda menambahkan warna pada hidup saya"" Tuhan saya sangat banyak 🥺 https://t.co/h48zxxpxpd",Positif
2915,masih overthinking anjing lah,still overthinking dog,masih terlalu banyak berpikir anjing lah,Negatif
4981,"yang mau dateng, dateng aja bestie.  *note: jadwal bisa berubah sewaktu-waktu* https://t.co/fvUSEoaHBs","who want to come, just come bestie.  *Note: The schedule can change at any time* https://t.co/fvuseoahbs","Yang Mau Dateng, Bestie Dateng Aja.  *catatan: Jadwal bisa Berubah Sewaktu-waktu* https://t.co/fvuseoahbs",Netral
2968,"Me time adalah salah satu cara terbaik yang bisa dilakukan di weekend ala aku. Kalo aku suka banget weekend sambil nonton drakor sepuasnya pake IndiHome, kalo weekend versi kamu apa nih bestie?☺️ #InternetnyaIndonesia  #AktivitasTanpaBatas https://t.co/iM9RR1Mw8k","Me time is one of the best ways that can be done on my weekend. If I really like weekends while watching Drakor as much as you use IndiHome, what if your weekend is Bestie? ☺️ #InnernetnyaIndonesia #AkactivityTaspabatas https://t.co/im9rr1mw8k","Waktu saya adalah shalat satu Cara terbaik Yang bisa dilakukan di akhir pekan ala aku. Kalo Aku Suka Banget Akhir Pekan SAMBIL NONTON DRAKOR SepUasnya Pake Indihome, Kalo Weekend Versi Kamu Apa Nih Bestie? ☺️ #Internetnyaindonesia #Aktivitastanpabatas https://t.co/im9rr1mw8k",Positif
3092,Mulai clingy pemirsahhh 🤣,Start clingy viewersahhh 🤣,Mulai Clingy Pemirsahhh 🤣,Negatif
1944,i requested @reallyfrom on jazz traffic @e100ss and the radio play it. while most listeners are above 40 years old. Top memang suara surabaya!!! mben undang @americfootball lah nang Jazz Traffic festival plis plis,I requests @reallyfrom on jazz traffic @e100ss and the radio play it. while most listeners are above 40 years old. Top is the voice of Surabaya !!! MBEN UUD @Americfootball is Nang Jazz Traffic Festival Plis Plis,Saya meminta @Reallly dari pada lalu lintas jazz @e100ss dan radio memainkannya. Sementara sebagian besar pendengar di atas 40 tahun. Top Memang Suara Surabaya !!! mben undang @americfootball lah nang jazz traffic festival plis plis,Positif
